Male - Midstream Urine - 11580,Female - Midstream Urine - 26344,Male - Indwelling Catheter - 5383,Female - Indwelling Catheter - 4677,Male - Intermittent Catheter - 4269,Female - Intermittent Catheter - 4828
,79.4,,,,
,79.4,,,,
,79.4,,,,
,79.41,,,,
,79.41,,,,
,79.41,,,,
,79.42,,,,
,79.42,,,,
,79.42,,,,
,79.42,,,,
,79.42,,,,
,79.42,,,,
,79.43,,,,
,79.43,,,,
,79.43,,,,
,79.43,,,,
,79.44,,,,
,79.44,,,,
,79.44,,,,
,79.45,,,,
,79.45,,,,
,79.45,,,,
,79.45,,,,
,79.46,,,,
,79.46,,,,
,79.46,,,,
,79.46,,,,
,79.46,,,,
,79.47,,,,
,79.47,,,,
,79.47,,,,
,79.47,,,,
,79.47,,,,
,79.47,,,,
,79.47,,,,
,79.48,,,,
,79.48,,,,
,79.49,,,,
,79.49,,,,
,79.49,,,,
,79.49,,,,
,79.49,,,,
,79.49,,,,
,79.5,,,,
,79.5,,,,
,79.5,,,,
,79.5,,,,
,79.51,,,,
,79.51,,,,
,79.51,,,,
,79.52,,,,
,79.52,,,,
,79.52,,,,
,79.52,,,,
,79.52,,,,
,79.53,,,,
,79.53,,,,
,79.53,,,,
,79.53,,,,
,79.53,,,,
,79.53,,,,
,79.53,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.54,,,,
,79.55,,,,
,79.55,,,,
,79.55,,,,
,79.55,,,,
,79.55,,,,
,79.56,,,,
,79.56,,,,
,79.56,,,,
,79.56,,,,
,79.56,,,,
,79.56,,,,
,79.56352,,,,
,79.57,,,,
,79.57,,,,
,79.57,,,,
,79.57,,,,
,79.57,,,,
,79.57,,,,
,79.58,,,,
,79.58,,,,
,79.59,,,,
,79.59,,,,
,79.59,,,,
,79.59,,,,
,79.59,,,,
,79.6,,,,
,79.6,,,,
,79.6,,,,
,79.6,,,,
,79.6,,,,
,79.6,,,,
,79.6,,,,
,79.61,,,,
,79.61,,,,
,79.61,,,,
,79.61,,,,
,79.61,,,,
,79.61,,,,
,79.62,,,,
,79.62,,,,
,79.62,,,,
,79.63,,,,
,79.63,,,,
,79.63,,,,
,79.63,,,,
,79.64,,,,
,79.64,,,,
,79.65,,,,
,79.65,,,,
,79.65,,,,
,79.65,,,,
,79.65,,,,
,79.65,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.66,,,,
,79.67,,,,
,79.67,,,,
,79.67,,,,
,79.67,,,,
,79.68,,,,
,79.68,,,,
,79.69,,,,
,79.69,,,,
,79.69,,,,
,79.69,,,,
,79.7,,,,
,79.7,,,,
,79.7,,,,
,79.71,,,,
,79.72,,,,
,79.72,,,,
,79.73,,,,
,79.73,,,,
,79.74,,,,
,79.74,,,,
,79.74,,,,
,79.74,,,,
,79.74,,,,
,79.75,,,,
,79.75,,,,
,79.75,,,,
,79.76,,,,
,79.77,,,,
,79.77,,,,
,79.77,,,,
,79.77,,,,
,79.77,,,,
,79.77,,,,
,79.77,,,,
,79.78,,,,
,79.78,,,,
,79.78,,,,
,79.78,,,,
,79.78,,,,
,79.79,,,,
,79.79,,,,
,79.8,,,,
,79.8,,,,
,79.81,,,,
,79.81,,,,
,79.81,,,,
,79.81,,,,
,79.81,,,,
,79.82,,,,
,79.82,,,,
,79.82,,,,
,79.82,,,,
,79.83,,,,
,79.83,,,,
,79.84,,,,
,79.84,,,,
,79.84,,,,
,79.84,,,,
,79.84,,,,
,79.84,,,,
,79.85,,,,
,79.85,,,,
,79.85,,,,
,79.86,,,,
,79.86,,,,
,79.86,,,,
,79.86,,,,
,79.86,,,,
,79.87,,,,
,79.87,,,,
,79.88,,,,
,79.88,,,,
,79.88,,,,
,79.89,,,,
,79.89,,,,
,79.89,,,,
,79.89,,,,
,79.9,,,,
,79.9,,,,
,79.9,,,,
,79.9,,,,
,79.9,,,,
,79.91,,,,
,79.91,,,,
,79.91,,,,
,79.91,,,,
,79.91,,,,
,79.91,,,,
,79.91,,,,
,79.92,,,,
,79.92,,,,
,79.93,,,,
,79.93,,,,
,79.93,,,,
,79.93,,,,
,79.94,,,,
,79.94,,,,
,79.94,,,,
,79.94,,,,
,79.94,,,,
,79.94,,,,
,79.95,,,,
,79.95,,,,
,79.95,,,,
,79.95,,,,
,79.95,,,,
,79.95,,,,
,79.95,,,,
,79.96,,,,
,79.97,,,,
,79.97,,,,
,79.97,,,,
,79.97,,,,
,79.98,,,,
,79.98,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,79.99,,,,
,80,,,,
,80.01,,,,
,80.01,,,,
,80.01,,,,
,80.01,,,,
,80.01,,,,
,80.01,,,,
,80.01,,,,
,80.02,,,,
,80.02,,,,
,80.02,,,,
,80.02,,,,
,80.02,,,,
,80.02,,,,
,80.03,,,,
,80.03,,,,
,80.03,,,,
,80.03,,,,
,80.04,,,,
,80.04,,,,
,80.04,,,,
,80.04,,,,
,80.04,,,,
,80.05,,,,
,80.05,,,,
,80.05,,,,
,80.05,,,,
,80.06,,,,
,80.06,,,,
,80.07,,,,
,80.07,,,,
,80.07,,,,
,80.07,,,,
,80.07,,,,
,80.07,,,,
,80.08,,,,
,80.08,,,,
,80.08,,,,
,80.08,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.09,,,,
,80.1,,,,
,80.1,,,,
,80.11,,,,
,80.11,,,,
,80.11,,,,
,80.11,,,,
,80.12,,,,
,80.12,,,,
,80.12,,,,
,80.12,,,,
,80.12,,,,
,80.12509,,,,
,80.13,,,,
,80.13,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.14,,,,
,80.15,,,,
,80.15,,,,
,80.15,,,,
,80.15,,,,
,80.15,,,,
,80.16,,,,
,80.17,,,,
,80.18,,,,
,80.18,,,,
,80.18,,,,
,80.18,,,,
,80.19,,,,
,80.19,,,,
,80.19,,,,
,80.19,,,,
,80.2,,,,
,80.2,,,,
,80.2,,,,
,80.20429,,,,
,80.21,,,,
,80.21,,,,
,80.21,,,,
,80.21,,,,
,80.21,,,,
,80.22,,,,
,80.22,,,,
,80.22,,,,
,80.22,,,,
,80.23,,,,
,80.23,,,,
,80.23,,,,
,80.23,,,,
,80.23,,,,
,80.23,,,,
,80.24,,,,
,80.24,,,,
,80.24,,,,
,80.25,,,,
,80.25,,,,
,80.25,,,,
,80.25,,,,
,80.25,,,,
,80.25,,,,
,80.25,,,,
,80.26,,,,
,80.26,,,,
,80.26,,,,
,80.26,,,,
,80.26,,,,
,80.27,,,,
,80.27,,,,
,80.27,,,,
,80.27,,,,
,80.28,,,,
,80.28,,,,
,80.28,,,,
,80.28,,,,
,80.28,,,,
,80.28,,,,
,80.28053,,,,
,80.29,,,,
,80.29,,,,
,80.29,,,,
,80.29,,,,
,80.29,,,,
,80.3,,,,
,80.3,,,,
,80.30873,,,,
,80.31,,,,
,80.31,,,,
,80.31,,,,
,80.31,,,,
,80.31,,,,
,80.31,,,,
,80.31067,,,,
,80.32,,,,
,80.32,,,,
,80.32,,,,
,80.32,,,,
,80.32509,,,,
,80.33,,,,
,80.33,,,,
,80.33,,,,
,80.33,,,,
,80.34,,,,
,80.34,,,,
,80.34,,,,
,80.34,,,,
,80.34,,,,
,80.34,,,,
,80.35,,,,
,80.35,,,,
,80.35,,,,
,80.35,,,,
,80.35,,,,
,80.35,,,,
,80.36,,,,
,80.37,,,,
,80.37,,,,
,80.38,,,,
,80.38,,,,
,80.38,,,,
,80.38,,,,
,80.38,,,,
,80.38,,,,
,80.39,,,,
,80.39,,,,
,80.39,,,,
,80.39,,,,
,80.4,,,,
,80.4,,,,
,80.4,,,,
,80.4,,,,
,80.4,,,,
,80.40948,,,,
,80.41,,,,
,80.41,,,,
,80.41,,,,
,80.41,,,,
,80.41,,,,
,80.42,,,,
,80.42,,,,
,80.42,,,,
,80.43,,,,
,80.43,,,,
,80.43,,,,
,80.43,,,,
,80.43,,,,
,80.44,,,,
,80.44,,,,
,80.45,,,,
,80.45,,,,
,80.45,,,,
,80.45,,,,
,80.45,,,,
,80.45,,,,
,80.45889,,,,
,80.46,,,,
,80.46,,,,
,80.46,,,,
,80.46,,,,
,80.46,,,,
,80.46,,,,
,80.47,,,,
,80.47,,,,
,80.47,,,,
,80.47,,,,
,80.48,,,,
,80.49,,,,
,80.49,,,,
,80.49,,,,
,80.49,,,,
,80.5,,,,
,80.5,,,,
,80.5,,,,
,80.5,,,,
,80.50015,,,,
,80.51,,,,
,80.51,,,,
,80.51,,,,
,80.51,,,,
,80.52,,,,
,80.52,,,,
,80.52,,,,
,80.52,,,,
,80.52,,,,
,80.52189,,,,
,80.53,,,,
,80.54,,,,
,80.54616,,,,
,80.55,,,,
,80.55,,,,
,80.55,,,,
,80.56,,,,
,80.56,,,,
,80.56,,,,
,80.56,,,,
,80.56,,,,
,80.56,,,,
,80.57,,,,
,80.57,,,,
,80.57,,,,
,80.57,,,,
,80.57,,,,
,80.57,,,,
,80.58,,,,
,80.59,,,,
,80.59,,,,
,80.59,,,,
,80.6,,,,
,80.6,,,,
,80.6,,,,
,80.61,,,,
,80.61,,,,
,80.61,,,,
,80.61,,,,
,80.61,,,,
,80.61,,,,
,80.62,,,,
,80.62,,,,
,80.62,,,,
,80.62,,,,
,80.63,,,,
,80.63,,,,
,80.63,,,,
,80.63,,,,
,80.63442,,,,
,80.65,,,,
,80.65,,,,
,80.65,,,,
,80.65,,,,
,80.65,,,,
,80.65,,,,
,80.66,,,,
,80.66,,,,
,80.66,,,,
,80.66,,,,
,80.66,,,,
,80.66,,,,
,80.66149,,,,
,80.67,,,,
,80.67,,,,
,80.67,,,,
,80.67279,,,,
,80.68,,,,
,80.68,,,,
,80.68,,,,
,80.68,,,,
,80.68,,,,
,80.68,,,,
,80.69,,,,
,80.69,,,,
,80.69,,,,
,80.7,,,,
,80.7,,,,
,80.7,,,,
,80.7,,,,
,80.7,,,,
,80.71,,,,
,80.71,,,,
,80.71,,,,
,80.71,,,,
,80.71,,,,
,80.71,,,,
,80.72,,,,
,80.72,,,,
,80.72,,,,
,80.73,,,,
,80.73,,,,
,80.74,,,,
,80.74,,,,
,80.75,,,,
,80.75,,,,
,80.75,,,,
,80.75,,,,
,80.75,,,,
,80.76,,,,
,80.76,,,,
,80.76,,,,
,80.77,,,,
,80.77,,,,
,80.77,,,,
,80.77,,,,
,80.77,,,,
,80.78,,,,
,80.78,,,,
,80.78,,,,
,80.78,,,,
,80.79,,,,
,80.79,,,,
,80.79,,,,
,80.79,,,,
,80.8,,,,
,80.8,,,,
,80.8,,,,
,80.81,,,,
,80.82,,,,
,80.82,,,,
,80.82,,,,
,80.82,,,,
,80.83,,,,
,80.83,,,,
,80.83,,,,
,80.83,,,,
,80.83,,,,
,80.83,,,,
,80.84,,,,
,80.84,,,,
,80.84,,,,
,80.85,,,,
,80.85,,,,
,80.85,,,,
,80.85,,,,
,80.86,,,,
,80.86,,,,
,80.86,,,,
,80.86,,,,
,80.86,,,,
,80.86,,,,
,80.87,,,,
,80.87,,,,
,80.87,,,,
,80.87,,,,
,80.87,,,,
,80.87,,,,
,80.88,,,,
,80.88,,,,
,80.88,,,,
,80.88,,,,
,80.89,,,,
,80.89,,,,
,80.89,,,,
,80.89,,,,
,80.89,,,,
,80.89,,,,
,80.89,,,,
,80.9,,,,
,80.9,,,,
,80.9,,,,
,80.9,,,,
,80.9,,,,
,80.91,,,,
,80.91,,,,
,80.91,,,,
,80.91,,,,
,80.91,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.92,,,,
,80.93,,,,
,80.93,,,,
,80.93,,,,
,80.93,,,,
,80.93,,,,
,80.93,,,,
,80.94,,,,
,80.94,,,,
,80.94,,,,
,80.94,,,,
,80.94,,,,
,80.95,,,,
,80.95,,,,
,80.95,,,,
,80.95,,,,
,80.96,,,,
,80.96,,,,
,80.97,,,,
,80.97,,,,
,80.97,,,,
,80.97,,,,
,80.97,,,,
,80.98,,,,
,80.98,,,,
,80.98,,,,
,80.98,,,,
,80.98,,,,
,80.98,,,,
,80.99,,,,
,80.99,,,,
,80.99,,,,
,80.99,,,,
,81,,,,
,81,,,,
,81,,,,
,81,,,,
,81,,,,
,81.01,,,,
,81.01,,,,
,81.01,,,,
,81.01,,,,
,81.01,,,,
,81.01,,,,
,81.01,,,,
,81.02,,,,
,81.02,,,,
,81.02,,,,
,81.02,,,,
,81.02,,,,
,81.03,,,,
,81.04,,,,
,81.04,,,,
,81.04,,,,
,81.04,,,,
,81.04,,,,
,81.04513,,,,
,81.05,,,,
,81.05,,,,
,81.06,,,,
,81.06,,,,
,81.06,,,,
,81.07,,,,
,81.07,,,,
,81.07,,,,
,81.07,,,,
,81.07,,,,
,81.08,,,,
,81.08,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.09,,,,
,81.1,,,,
,81.1,,,,
,81.1,,,,
,81.1,,,,
,81.11,,,,
,81.11,,,,
,81.11,,,,
,81.11,,,,
,81.11,,,,
,81.12,,,,
,81.12,,,,
,81.12,,,,
,81.13,,,,
,81.13,,,,
,81.13,,,,
,81.13,,,,
,81.13,,,,
,81.14,,,,
,81.14,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.15,,,,
,81.16,,,,
,81.17,,,,
,81.17,,,,
,81.17,,,,
,81.17,,,,
,81.17,,,,
,81.19,,,,
,81.19,,,,
,81.19,,,,
,81.19,,,,
,81.19,,,,
,81.2,,,,
,81.2,,,,
,81.2,,,,
,81.2,,,,
,81.21,,,,
,81.21,,,,
,81.21,,,,
,81.21,,,,
,81.22,,,,
,81.22,,,,
,81.22,,,,
,81.22885,,,,
,81.23,,,,
,81.23,,,,
,81.23,,,,
,81.23,,,,
,81.24,,,,
,81.24,,,,
,81.25,,,,
,81.25,,,,
,81.25,,,,
,81.25,,,,
,81.25,,,,
,81.25853,,,,
,81.26,,,,
,81.26,,,,
,81.26,,,,
,81.27,,,,
,81.27,,,,
,81.28,,,,
,81.29,,,,
,81.29,,,,
,81.29,,,,
,81.29,,,,
,81.29,,,,
,81.3,,,,
,81.3,,,,
,81.3,,,,
,81.3,,,,
,81.3,,,,
,81.31,,,,
,81.31,,,,
,81.31,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.32,,,,
,81.33,,,,
,81.33,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.34,,,,
,81.35,,,,
,81.35,,,,
,81.35,,,,
,81.35,,,,
,81.35,,,,
,81.35,,,,
,81.36,,,,
,81.36,,,,
,81.36,,,,
,81.37,,,,
,81.37,,,,
,81.37,,,,
,81.37,,,,
,81.37,,,,
,81.38,,,,
,81.38,,,,
,81.38,,,,
,81.38,,,,
,81.38,,,,
,81.38,,,,
,81.39,,,,
,81.39,,,,
,81.4,,,,
,81.4,,,,
,81.4,,,,
,81.42,,,,
,81.42,,,,
,81.42,,,,
,81.43,,,,
,81.43,,,,
,81.44,,,,
,81.44,,,,
,81.44,,,,
,81.44,,,,
,81.44,,,,
,81.45,,,,
,81.45,,,,
,81.45,,,,
,81.46,,,,
,81.46,,,,
,81.46,,,,
,81.46677,,,,
,81.47,,,,
,81.47,,,,
,81.47,,,,
,81.47,,,,
,81.47,,,,
,81.47,,,,
,81.47,,,,
,81.47295,,,,
,81.48,,,,
,81.48,,,,
,81.48,,,,
,81.48,,,,
,81.48,,,,
,81.48,,,,
,81.49,,,,
,81.49,,,,
,81.5,,,,
,81.5,,,,
,81.5,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.51,,,,
,81.52,,,,
,81.53,,,,
,81.53,,,,
,81.53,,,,
,81.53,,,,
,81.54,,,,
,81.54,,,,
,81.54,,,,
,81.54,,,,
,81.55,,,,
,81.56,,,,
,81.56,,,,
,81.56,,,,
,81.56,,,,
,81.56,,,,
,81.56,,,,
,81.57,,,,
,81.57,,,,
,81.57,,,,
,81.57,,,,
,81.58,,,,
,81.59,,,,
,81.59,,,,
,81.59,,,,
,81.59,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.6,,,,
,81.61,,,,
,81.61,,,,
,81.61,,,,
,81.61,,,,
,81.61,,,,
,81.62,,,,
,81.62,,,,
,81.62,,,,
,81.62,,,,
,81.62,,,,
,81.62,,,,
,81.63,,,,
,81.63,,,,
,81.63,,,,
,81.63,,,,
,81.64,,,,
,81.64,,,,
,81.64,,,,
,81.65,,,,
,81.66,,,,
,81.66,,,,
,81.67,,,,
,81.68,,,,
,81.68,,,,
,81.68,,,,
,81.68,,,,
,81.69,,,,
,81.69,,,,
,81.69,,,,
,81.69,,,,
,81.69,,,,
,81.7,,,,
,81.7,,,,
,81.7,,,,
,81.7,,,,
,81.7,,,,
,81.7,,,,
,81.71,,,,
,81.71,,,,
,81.71,,,,
,81.71,,,,
,81.72,,,,
,81.72,,,,
,81.72,,,,
,81.72,,,,
,81.72,,,,
,81.72,,,,
,81.73,,,,
,81.73,,,,
,81.73,,,,
,81.73,,,,
,81.73,,,,
,81.73,,,,
,81.73,,,,
,81.73329,,,,
,81.74,,,,
,81.74,,,,
,81.74,,,,
,81.74,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.75,,,,
,81.76,,,,
,81.76,,,,
,81.76,,,,
,81.76,,,,
,81.76,,,,
,81.77,,,,
,81.77,,,,
,81.77,,,,
,81.77,,,,
,81.77,,,,
,81.77,,,,
,81.78,,,,
,81.78,,,,
,81.78,,,,
,81.78,,,,
,81.79,,,,
,81.79,,,,
,81.79,,,,
,81.79,,,,
,81.79824,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.8,,,,
,81.81,,,,
,81.81,,,,
,81.81,,,,
,81.82,,,,
,81.82,,,,
,81.82,,,,
,81.82,,,,
,81.83,,,,
,81.83,,,,
,81.83,,,,
,81.83,,,,
,81.83,,,,
,81.84,,,,
,81.84,,,,
,81.85,,,,
,81.85,,,,
,81.85,,,,
,81.85,,,,
,81.85,,,,
,81.85,,,,
,81.86,,,,
,81.86,,,,
,81.86709,,,,
,81.87,,,,
,81.87,,,,
,81.87,,,,
,81.88,,,,
,81.88,,,,
,81.88,,,,
,81.88046,,,,
,81.89,,,,
,81.89,,,,
,81.89,,,,
,81.89,,,,
,81.89,,,,
,81.89,,,,
,81.89,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.9,,,,
,81.91,,,,
,81.91,,,,
,81.91917,,,,
,81.92,,,,
,81.92,,,,
,81.92,,,,
,81.93,,,,
,81.93,,,,
,81.94,,,,
,81.94,,,,
,81.94,,,,
,81.94,,,,
,81.94,,,,
,81.95,,,,
,81.95,,,,
,81.95,,,,
,81.95,,,,
,81.97,,,,
,81.97,,,,
,81.97,,,,
,81.97,,,,
,81.97,,,,
,81.97,,,,
,81.98,,,,
,81.98,,,,
,81.98,,,,
,81.99,,,,
,81.99,,,,
,81.99008,,,,
,82,,,,
,82,,,,
,82,,,,
,82,,,,
,82,,,,
,82.01,,,,
,82.01,,,,
,82.01,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02,,,,
,82.02365,,,,
,82.03,,,,
,82.03,,,,
,82.03,,,,
,82.03,,,,
,82.04,,,,
,82.04,,,,
,82.04,,,,
,82.04,,,,
,82.05,,,,
,82.05,,,,
,82.05,,,,
,82.05,,,,
,82.06,,,,
,82.07,,,,
,82.07,,,,
,82.07,,,,
,82.07,,,,
,82.08,,,,
,82.08,,,,
,82.09,,,,
,82.09,,,,
,82.09,,,,
,82.09,,,,
,82.09,,,,
,82.1,,,,
,82.1,,,,
,82.11,,,,
,82.11,,,,
,82.12,,,,
,82.12,,,,
,82.12,,,,
,82.12,,,,
,82.12,,,,
,82.12,,,,
,82.12,,,,
,82.14,,,,
,82.14,,,,
,82.14,,,,
,82.15,,,,
,82.15,,,,
,82.15,,,,
,82.15,,,,
,82.15,,,,
,82.15,,,,
,82.16,,,,
,82.17,,,,
,82.17,,,,
,82.17,,,,
,82.18,,,,
,82.18,,,,
,82.18,,,,
,82.18,,,,
,82.18,,,,
,82.19,,,,
,82.19,,,,
,82.19,,,,
,82.2,,,,
,82.21,,,,
,82.21,,,,
,82.21,,,,
,82.21,,,,
,82.21,,,,
,82.21,,,,
,82.21,,,,
,82.22,,,,
,82.22,,,,
,82.23,,,,
,82.23,,,,
,82.23,,,,
,82.23,,,,
,82.23,,,,
,82.23,,,,
,82.24,,,,
,82.24,,,,
,82.25,,,,
,82.25,,,,
,82.25,,,,
,82.25,,,,
,82.25,,,,
,82.26,,,,
,82.26,,,,
,82.26,,,,
,82.27,,,,
,82.27,,,,
,82.28,,,,
,82.28,,,,
,82.28,,,,
,82.29,,,,
,82.3,,,,
,82.3,,,,
,82.3,,,,
,82.31,,,,
,82.32,,,,
,82.32,,,,
,82.32,,,,
,82.32,,,,
,82.32,,,,
,82.32,,,,
,82.32,,,,
,82.33,,,,
,82.34,,,,
,82.34,,,,
,82.34,,,,
,82.34,,,,
,82.35,,,,
,82.35,,,,
,82.35,,,,
,82.35,,,,
,82.35,,,,
,82.36,,,,
,82.36,,,,
,82.36,,,,
,82.37,,,,
,82.37,,,,
,82.37,,,,
,82.37,,,,
,82.37,,,,
,82.38,,,,
,82.38,,,,
,82.38,,,,
,82.39,,,,
,82.39,,,,
,82.39,,,,
,82.4,,,,
,82.4,,,,
,82.4,,,,
,82.4,,,,
,82.41,,,,
,82.41,,,,
,82.41,,,,
,82.41,,,,
,82.41,,,,
,82.43,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44,,,,
,82.44208,,,,
,82.45,,,,
,82.45,,,,
,82.45,,,,
,82.45,,,,
,82.45,,,,
,82.45,,,,
,82.45,,,,
,82.46,,,,
,82.46,,,,
,82.46,,,,
,82.46,,,,
,82.46,,,,
,82.47,,,,
,82.47,,,,
,82.48,,,,
,82.48,,,,
,82.48,,,,
,82.48,,,,
,82.49,,,,
,82.49,,,,
,82.5,,,,
,82.51,,,,
,82.51,,,,
,82.51,,,,
,82.51,,,,
,82.51,,,,
,82.51,,,,
,82.52,,,,
,82.52,,,,
,82.52,,,,
,82.53,,,,
,82.53,,,,
,82.53,,,,
,82.53,,,,
,82.53,,,,
,82.54,,,,
,82.54,,,,
,82.54,,,,
,82.54,,,,
,82.55,,,,
,82.55,,,,
,82.55,,,,
,82.55,,,,
,82.55751,,,,
,82.56,,,,
,82.56,,,,
,82.56,,,,
,82.57,,,,
,82.57,,,,
,82.57,,,,
,82.57,,,,
,82.57,,,,
,82.58,,,,
,82.58,,,,
,82.58,,,,
,82.58,,,,
,82.59,,,,
,82.59,,,,
,82.59,,,,
,82.6,,,,
,82.6,,,,
,82.6,,,,
,82.6,,,,
,82.61,,,,
,82.61,,,,
,82.62,,,,
,82.62,,,,
,82.62,,,,
,82.62,,,,
,82.63,,,,
,82.63,,,,
,82.63,,,,
,82.63,,,,
,82.64,,,,
,82.64,,,,
,82.64,,,,
,82.64,,,,
,82.64,,,,
,82.64,,,,
,82.6424,,,,
,82.65,,,,
,82.65,,,,
,82.66,,,,
,82.66,,,,
,82.67,,,,
,82.67,,,,
,82.67,,,,
,82.67,,,,
,82.68,,,,
,82.68,,,,
,82.68,,,,
,82.68,,,,
,82.69,,,,
,82.69,,,,
,82.69,,,,
,82.7,,,,
,82.7,,,,
,82.7,,,,
,82.7,,,,
,82.7,,,,
,82.7,,,,
,82.70547,,,,
,82.71,,,,
,82.71,,,,
,82.71,,,,
,82.72,,,,
,82.72,,,,
,82.72,,,,
,82.72,,,,
,82.72,,,,
,82.72736,,,,
,82.73,,,,
,82.74,,,,
,82.74,,,,
,82.74,,,,
,82.74,,,,
,82.75,,,,
,82.75,,,,
,82.75,,,,
,82.76,,,,
,82.76,,,,
,82.76,,,,
,82.76,,,,
,82.77,,,,
,82.77,,,,
,82.77,,,,
,82.77,,,,
,82.77,,,,
,82.78,,,,
,82.78,,,,
,82.79,,,,
,82.79,,,,
,82.79,,,,
,82.8,,,,
,82.8,,,,
,82.8,,,,
,82.8,,,,
,82.81,,,,
,82.81,,,,
,82.81,,,,
,82.81,,,,
,82.82,,,,
,82.82,,,,
,82.83,,,,
,82.84,,,,
,82.85,,,,
,82.85,,,,
,82.85928,,,,
,82.86,,,,
,82.87,,,,
,82.87,,,,
,82.87,,,,
,82.87,,,,
,82.87,,,,
,82.87,,,,
,82.88,,,,
,82.88,,,,
,82.89,,,,
,82.89,,,,
,82.89,,,,
,82.89,,,,
,82.89965,,,,
,82.9,,,,
,82.9,,,,
,82.9,,,,
,82.91,,,,
,82.91,,,,
,82.91,,,,
,82.91,,,,
,82.92,,,,
,82.92,,,,
,82.93,,,,
,82.93,,,,
,82.93,,,,
,82.93,,,,
,82.94,,,,
,82.94,,,,
,82.94,,,,
,82.95,,,,
,82.95,,,,
,82.95,,,,
,82.96,,,,
,82.96,,,,
,82.96,,,,
,82.96,,,,
,82.96,,,,
,82.97,,,,
,82.97,,,,
,82.97,,,,
,82.97,,,,
,82.97,,,,
,82.97,,,,
,82.98,,,,
,82.99,,,,
,82.99,,,,
,82.99,,,,
,82.99,,,,
,83,,,,
,83,,,,
,83,,,,
,83,,,,
,83.01,,,,
,83.01,,,,
,83.01,,,,
,83.01,,,,
,83.01469,,,,
,83.02,,,,
,83.02,,,,
,83.02,,,,
,83.03,,,,
,83.03,,,,
,83.03,,,,
,83.03,,,,
,83.04,,,,
,83.04,,,,
,83.04,,,,
,83.04,,,,
,83.05,,,,
,83.05,,,,
,83.05,,,,
,83.05,,,,
,83.05,,,,
,83.05,,,,
,83.06,,,,
,83.06,,,,
,83.06,,,,
,83.07,,,,
,83.07,,,,
,83.07,,,,
,83.08,,,,
,83.09,,,,
,83.09,,,,
,83.09,,,,
,83.09,,,,
,83.09,,,,
,83.1,,,,
,83.1,,,,
,83.1,,,,
,83.11,,,,
,83.11,,,,
,83.12,,,,
,83.12,,,,
,83.12,,,,
,83.12,,,,
,83.13,,,,
,83.13,,,,
,83.13,,,,
,83.13,,,,
,83.13,,,,
,83.14,,,,
,83.15,,,,
,83.15,,,,
,83.15,,,,
,83.15,,,,
,83.15,,,,
,83.15,,,,
,83.16,,,,
,83.16,,,,
,83.17,,,,
,83.17,,,,
,83.18,,,,
,83.19,,,,
,83.19,,,,
,83.19,,,,
,83.19,,,,
,83.19,,,,
,83.2,,,,
,83.2,,,,
,83.2,,,,
,83.21,,,,
